"year","zone","domain","measure","value"
"2009","S01002130","Access To Services","Vigintile",12
"2012","S01002130","Access To Services","Vigintile",9
"2006","S01002130","Crime","Vigintile",15
"2012","S01002130","Crime","Vigintile",15
"2009","S01002130","Crime","Vigintile",12
"2009","S01002130","Income","Vigintile",17
"2006","S01002130","Income","Vigintile",17
"2012","S01002130","Income","Vigintile",17
"2004","S01002130","Income","Vigintile",19
"2012","S01002130","SIMD","Vigintile",17
"2006","S01002130","SIMD","Vigintile",19
"2004","S01002130","SIMD","Vigintile",19
"2009","S01002130","SIMD","Vigintile",19
"2012","S01002130","Housing","Quintile",4
"2004","S01002130","Employment","Quintile",5
"2009","S01002130","Income","Quintile",5
"2006","S01002130","Income","Quintile",5
"2012","S01002130","Income","Quintile",5
"2006","S01002130","Housing","Quintile",4
"2004","S01002130","Income","Quintile",5
"2009","S01002130","Housing","Quintile",4
"2006","S01002130","Health","Quintile",5
"2012","S01002130","Education Skills And Training","Quintile",3
"2004","S01002130","Health","Quintile",5
"2004","S01002130","Education Skills And Training","Quintile",4
"2009","S01002130","Education Skills And Training","Quintile",4
"2012","S01002130","Health","Quintile",5
"2009","S01002130","Health","Quintile",5
"2006","S01002130","Employment","Quintile",5
"2009","S01002130","SIMD","Quintile",5
"2006","S01002130","Education Skills And Training","Quintile",4
"2004","S01002130","SIMD","Quintile",5
"2009","S01002130","Employment","Quintile",5
"2006","S01002130","SIMD","Quintile",5
"2012","S01002130","Crime","Quintile",4
"2009","S01002130","Crime","Quintile",3
"2012","S01002130","SIMD","Quintile",5
"2012","S01002130","Access To Services","Quintile",3
"2009","S01002130","Access To Services","Quintile",3
"2012","S01002130","Employment","Quintile",5
"2006","S01002130","Crime","Quintile",4
"2006","S01002130","Access To Services","Quintile",3
"2004","S01002130","Access To Services","Quintile",3
"2004","S01002130","Housing","Quintile",4
"2012","S01002131","Access To Services","Rank",5039
"2006","S01002131","Health","Rank",2875
"2009","S01002131","Employment","Rank",3271
"2012","S01002131","Health","Rank",3664
"2006","S01002131","SIMD","Rank",2531
"2006","S01002131","Crime","Rank",4
"2004","S01002131","Employment","Rank",2570
"2012","S01002131","Crime","Rank",7
"2004","S01002131","Access To Services","Rank",2277
"2009","S01002131","Health","Rank",3678
"2012","S01002131","Income","Rank",4308
"2004","S01002131","Health","Rank",1323
"2004","S01002131","Income","Rank",3145
"2004","S01002131","SIMD","Rank",2377
"2012","S01002131","Education Skills And Training","Rank",2356
"2009","S01002131","Access To Services","Rank",5596
"2006","S01002131","Income","Rank",3269
"2012","S01002131","Employment","Rank",3384
"2006","S01002131","Housing","Rank",195
"2012","S01002131","Housing","Rank",195
"2006","S01002131","Employment","Rank",2930
"2009","S01002131","Crime","Rank",3
"2006","S01002131","Access To Services","Rank",6299
"2009","S01002131","Education Skills And Training","Rank",2778
"2012","S01002131","SIMD","Rank",2964
"2004","S01002131","Education Skills And Training","Rank",4597
"2009","S01002131","SIMD","Rank",3018
"2009","S01002131","Income","Rank",4224
"2009","S01002131","Housing","Rank",195
"2006","S01002131","Education Skills And Training","Rank",2373
"2004","S01002131","Housing","Rank",195
"2006","S01002131","SIMD","Decile",4
"2012","S01002131","Education Skills And Training","Decile",4
"2004","S01002131","Access To Services","Decile",4
"2006","S01002131","Access To Services","Decile",10
"2012","S01002131","Crime","Decile",1
"2009","S01002131","SIMD","Decile",5
"2009","S01002131","Access To Services","Decile",9
"2009","S01002131","Crime","Decile",1
"2012","S01002131","Access To Services","Decile",8
"2006","S01002131","Crime","Decile",1
"2012","S01002131","Employment","Decile",6
"2004","S01002131","Employment","Decile",4
"2006","S01002131","Employment","Decile",5
"2012","S01002131","SIMD","Decile",5
"2004","S01002131","SIMD","Decile",4
"2009","S01002131","Employment","Decile",6
"2012","S01002131","Health","Decile",6
"2004","S01002131","Education Skills And Training","Decile",8
"2006","S01002131","Health","Decile",5
"2006","S01002131","Education Skills And Training","Decile",4
"2009","S01002131","Health","Decile",6
"2009","S01002131","Education Skills And Training","Decile",5
"2004","S01002131","Health","Decile",3
"2006","S01002131","Income","Decile",6
"2004","S01002131","Housing","Decile",1
"2012","S01002131","Housing","Decile",1
"2004","S01002131","Income","Decile",5
"2012","S01002131","Income","Decile",7
"2009","S01002131","Housing","Decile",1
"2006","S01002131","Housing","Decile",1
"2009","S01002131","Income","Decile",7
"2009","S01002131","Education Skills And Training","Vigintile",9
"2012","S01002131","Education Skills And Training","Vigintile",8
"2006","S01002131","Education Skills And Training","Vigintile",8
"2004","S01002131","Education Skills And Training","Vigintile",15
"2009","S01002131","Employment","Vigintile",11
"2004","S01002131","Employment","Vigintile",8
"2006","S01002131","Employment","Vigintile",10
"2012","S01002131","Employment","Vigintile",11
"2004","S01002131","Health","Vigintile",5
"2012","S01002131","Health","Vigintile",12
"2006","S01002131","Health","Vigintile",9
"2009","S01002131","Health","Vigintile",12
"2012","S01002131","Housing","Vigintile",1
"2004","S01002131","Housing","Vigintile",1
"2006","S01002131","Housing","Vigintile",1
"2009","S01002131","Housing","Vigintile",1
"2004","S01002131","Access To Services","Vigintile",7
"2006","S01002131","Access To Services","Vigintile",20
"2009","S01002131","Access To Services","Vigintile",18
"2012","S01002131","Access To Services","Vigintile",16
"2006","S01002131","Crime","Vigintile",1
"2012","S01002131","Crime","Vigintile",1
"2009","S01002131","Crime","Vigintile",1
"2009","S01002131","Income","Vigintile",13
"2006","S01002131","Income","Vigintile",11
"2012","S01002131","Income","Vigintile",14
"2004","S01002131","Income","Vigintile",10
"2012","S01002131","SIMD","Vigintile",10
"2006","S01002131","SIMD","Vigintile",8
"2004","S01002131","SIMD","Vigintile",8
"2009","S01002131","SIMD","Vigintile",10
"2012","S01002131","Housing","Quintile",1
"2004","S01002131","Employment","Quintile",2
"2009","S01002131","Income","Quintile",4
"2006","S01002131","Income","Quintile",3
"2012","S01002131","Income","Quintile",4
"2006","S01002131","Housing","Quintile",1
"2004","S01002131","Income","Quintile",3
"2009","S01002131","Housing","Quintile",1
"2006","S01002131","Health","Quintile",3
"2012","S01002131","Education Skills And Training","Quintile",2
"2004","S01002131","Health","Quintile",2
"2004","S01002131","Education Skills And Training","Quintile",4
"2009","S01002131","Education Skills And Training","Quintile",3
"2012","S01002131","Health","Quintile",3
"2009","S01002131","Health","Quintile",3
"2006","S01002131","Employment","Quintile",3
"2009","S01002131","SIMD","Quintile",3
"2006","S01002131","Education Skills And Training","Quintile",2
"2004","S01002131","SIMD","Quintile",2
"2009","S01002131","Employment","Quintile",3
"2006","S01002131","SIMD","Quintile",2
"2012","S01002131","Crime","Quintile",1
"2009","S01002131","Crime","Quintile",1
"2012","S01002131","SIMD","Quintile",3
"2012","S01002131","Access To Services","Quintile",4
"2009","S01002131","Access To Services","Quintile",5
"2012","S01002131","Employment","Quintile",3
"2006","S01002131","Crime","Quintile",1
"2006","S01002131","Access To Services","Quintile",5
"2004","S01002131","Access To Services","Quintile",2
"2004","S01002131","Housing","Quintile",1
"2012","S01002132","Access To Services","Rank",4277
"2006","S01002132","Health","Rank",4648
"2009","S01002132","Employment","Rank",4103
"2012","S01002132","Health","Rank",4073
"2006","S01002132","SIMD","Rank",4781
"2006","S01002132","Crime","Rank",4374
"2004","S01002132","Employment","Rank",3895
"2012","S01002132","Crime","Rank",4207
"2004","S01002132","Access To Services","Rank",5150
"2009","S01002132","Health","Rank",4662
"2012","S01002132","Income","Rank",3782
"2004","S01002132","Health","Rank",4006
"2004","S01002132","Income","Rank",3863
"2004","S01002132","SIMD","Rank",4369
"2012","S01002132","Education Skills And Training","Rank",3420
"2009","S01002132","Access To Services","Rank",5421
"2006","S01002132","Income","Rank",3697
"2012","S01002132","Employment","Rank",4466
"2006","S01002132","Housing","Rank",2988
"2012","S01002132","Housing","Rank",2988
"2006","S01002132","Employment","Rank",4964
"2009","S01002132","Crime","Rank",3600
"2006","S01002132","Access To Services","Rank",4531
"2009","S01002132","Education Skills And Training","Rank",4033
"2012","S01002132","SIMD","Rank",4484
"2004","S01002132","Education Skills And Training","Rank",3887
"2009","S01002132","SIMD","Rank",4306
"2009","S01002132","Income","Rank",2976
"2009","S01002132","Housing","Rank",2988
"2006","S01002132","Education Skills And Training","Rank",3770
"2004","S01002132","Housing","Rank",2988
"2006","S01002132","SIMD","Decile",8
"2012","S01002132","Education Skills And Training","Decile",6
"2004","S01002132","Access To Services","Decile",8
"2006","S01002132","Access To Services","Decile",7
"2012","S01002132","Crime","Decile",7
"2009","S01002132","SIMD","Decile",7
"2009","S01002132","Access To Services","Decile",9
"2009","S01002132","Crime","Decile",6
"2012","S01002132","Access To Services","Decile",7
"2006","S01002132","Crime","Decile",7
"2012","S01002132","Employment","Decile",7
"2004","S01002132","Employment","Decile",6
"2006","S01002132","Employment","Decile",8
"2012","S01002132","SIMD","Decile",7
"2004","S01002132","SIMD","Decile",7
"2009","S01002132","Employment","Decile",7
"2012","S01002132","Health","Decile",7
"2004","S01002132","Education Skills And Training","Decile",6
"2006","S01002132","Health","Decile",8
"2006","S01002132","Education Skills And Training","Decile",6
"2009","S01002132","Health","Decile",8
"2009","S01002132","Education Skills And Training","Decile",7
"2004","S01002132","Health","Decile",7
"2006","S01002132","Income","Decile",6
"2004","S01002132","Housing","Decile",5
"2012","S01002132","Housing","Decile",5
"2004","S01002132","Income","Decile",6
"2012","S01002132","Income","Decile",6
"2009","S01002132","Housing","Decile",5
"2006","S01002132","Housing","Decile",5
"2009","S01002132","Income","Decile",5
"2009","S01002132","Education Skills And Training","Vigintile",13
"2012","S01002132","Education Skills And Training","Vigintile",11
"2006","S01002132","Education Skills And Training","Vigintile",12
"2004","S01002132","Education Skills And Training","Vigintile",12
"2009","S01002132","Employment","Vigintile",13
"2004","S01002132","Employment","Vigintile",12
"2006","S01002132","Employment","Vigintile",16
"2012","S01002132","Employment","Vigintile",14
"2004","S01002132","Health","Vigintile",13
"2012","S01002132","Health","Vigintile",13
"2006","S01002132","Health","Vigintile",15
"2009","S01002132","Health","Vigintile",15
"2012","S01002132","Housing","Vigintile",10
"2004","S01002132","Housing","Vigintile",10
"2006","S01002132","Housing","Vigintile",10
"2009","S01002132","Housing","Vigintile",10
"2004","S01002132","Access To Services","Vigintile",16
"2006","S01002132","Access To Services","Vigintile",14
"2009","S01002132","Access To Services","Vigintile",17
"2012","S01002132","Access To Services","Vigintile",14
"2006","S01002132","Crime","Vigintile",14
"2012","S01002132","Crime","Vigintile",13
"2009","S01002132","Crime","Vigintile",12
"2009","S01002132","Income","Vigintile",10
"2006","S01002132","Income","Vigintile",12
"2012","S01002132","Income","Vigintile",12
"2004","S01002132","Income","Vigintile",12
"2012","S01002132","SIMD","Vigintile",14
"2006","S01002132","SIMD","Vigintile",15
"2004","S01002132","SIMD","Vigintile",14
"2009","S01002132","SIMD","Vigintile",14
"2012","S01002132","Housing","Quintile",3
"2004","S01002132","Employment","Quintile",3
"2009","S01002132","Income","Quintile",3
"2006","S01002132","Income","Quintile",3
"2012","S01002132","Income","Quintile",3
"2006","S01002132","Housing","Quintile",3
"2004","S01002132","Income","Quintile",3
"2009","S01002132","Housing","Quintile",3
"2006","S01002132","Health","Quintile",4
"2012","S01002132","Education Skills And Training","Quintile",3
"2004","S01002132","Health","Quintile",4
"2004","S01002132","Education Skills And Training","Quintile",3
"2009","S01002132","Education Skills And Training","Quintile",4
"2012","S01002132","Health","Quintile",4
"2009","S01002132","Health","Quintile",4
"2006","S01002132","Employment","Quintile",4
"2009","S01002132","SIMD","Quintile",4
"2006","S01002132","Education Skills And Training","Quintile",3
"2004","S01002132","SIMD","Quintile",4
"2009","S01002132","Employment","Quintile",4
"2006","S01002132","SIMD","Quintile",4
"2012","S01002132","Crime","Quintile",4
"2009","S01002132","Crime","Quintile",3
"2012","S01002132","SIMD","Quintile",4
"2012","S01002132","Access To Services","Quintile",4
"2009","S01002132","Access To Services","Quintile",5
"2012","S01002132","Employment","Quintile",4
"2006","S01002132","Crime","Quintile",4
"2006","S01002132","Access To Services","Quintile",4
"2004","S01002132","Access To Services","Quintile",4
"2004","S01002132","Housing","Quintile",3
"2012","S01002133","Access To Services","Rank",3634
"2006","S01002133","Health","Rank",5503
"2009","S01002133","Employment","Rank",5547
"2012","S01002133","Health","Rank",6092
"2006","S01002133","SIMD","Rank",5960
"2006","S01002133","Crime","Rank",4188
"2004","S01002133","Employment","Rank",5967
"2012","S01002133","Crime","Rank",3449
"2004","S01002133","Access To Services","Rank",2494
"2009","S01002133","Health","Rank",5951
"2012","S01002133","Income","Rank",5777
"2004","S01002133","Health","Rank",5588
"2004","S01002133","Income","Rank",4959
"2004","S01002133","SIMD","Rank",5706
"2012","S01002133","Education Skills And Training","Rank",6397
"2009","S01002133","Access To Services","Rank",5506
"2006","S01002133","Income","Rank",4778
"2012","S01002133","Employment","Rank",5859
"2006","S01002133","Housing","Rank",2888
"2012","S01002133","Housing","Rank",2888
"2006","S01002133","Employment","Rank",5714
"2009","S01002133","Crime","Rank",3333
"2006","S01002133","Access To Services","Rank",5896
"2009","S01002133","Education Skills And Training","Rank",4906
